post,closedQ
天生我材必有用，你怎么会没用呢，不要给自己太大压力,有冇嘗試做其他嘢放鬆自己呀？
他说不爱了不合适我不是他喜欢的类型,你覺得同佢適唔適合啊？
有过这个时候的过来人想说说，其实一点都不痛苦，自己一个人也不错的～,你會唔會想有個人陪自己？
有没有人知道我失眠了,除咗失眠之外有冇其他問題嗎？
晚上要少熬夜，躺在床上，也不要来回刷手机。胃不好就少吃辣，少喝冷饮。受了委屈就哭出来，学会珍惜身边的人，如果还没有人牵你的手。自己要照顾好自己。,係咪有人屈你？
我现在是全实验室最怂，谁想怼我就怼我，我觉得我活的好委屈,係咪有人屈你？
亲爱的，我在里面也好紧张，还好宝宝没事。发现剖腹产不痛的麦。谢谢大家的关心哈,咁會唔會影響到你嘅表現？
我也抑郁，我要找你一醉解千愁,你抑鬱咗幾耐？
我是想睡确不能睡，上夜班痛苦啊哈你是可以睡还失眠,除咗失眠之外有冇其他問題嗎？
在外面自己一个人真的天天想家,你會唔會想有個人陪自己？
失眠么,除咗失眠之外有冇其他問題嗎？
今晚睡不着，失眠的节奏怎么办》？,除咗失眠之外有冇其他問題嗎？
你做呀，多久我都等着，好喜欢这首的。前一阵你不是说忙的最好不用睡觉嘛，然后我最近也好忙，烦躁的时候会对自己说：咖啡应该比你更忙吧，学学人家的心态……真的真的，所以你是我看齐的榜样,係咪有好多嘢要做？
我昨晚也失眠了，三点多才睡着。,除咗失眠之外有冇其他問題嗎？
愿你以后可以免受委屈和痛苦,係咪有人屈你？
目标是当一个有思想又有钱的女神,你係咪有好明確嘅目標？
今天去医院检查医生说我是轻度抑郁，我想我以后再也不会这么对一个人了，分手72天了每一天我都在想你，我错了我真的错了我现在真的懂得了什么是珍惜，你就不能回头看看我么，我好想你啊宝贝,你抑鬱咗幾耐？
心火旺可能压力大不会怎么样过几天就没了,壓力大有無影響到你日常生活呀?
我去见个人呀，你自生自灭把。,你有無試過問身邊既人呀?
一只好孤单~,你係咪覺得孤單但係唔想同佢地出去？
感冒还喝鸡汤你想死！,你係咪覺得好辛苦呀?
昨晚失眠啦,除咗失眠之外有冇其他問題嗎？
妞，别委屈自己呵呵呵呵呵,係咪有人屈你？
看到407我就委屈的想哭,係咪有人屈你？
导游好辛苦呀。,係咪覺得壓力好大?
睡得好晚，好辛苦啊～,係咪覺得壓力好大?
亲爱的陌生人，晚上要少熬夜，躺在床上也不要来回刷手机。胃不好就少吃辣少喝冷饮，受了委屈就哭出来，学会珍惜身边的人，如果还没有人牵你的手，自己要照顾好自己。晚安好梦最后祝每个陌生人都可以找到自己的幸福,係咪有人屈你？
心理压力大需要发泄啊,壓力大有無影響到你日常生活呀?
心理压力大需要发泄啊,你有冇試過咩減壓方法啊?
我就考试前一天下午开始做题到晚上，第二天考了99，所以你是很容易过滴,仲有幾耐考呀？
哈哈哈哈哈你都好耐无见我喇,上次見係幾時呀？
来自迷茫少女的客户端,你係咪覺得迷茫?
我也想知道这个问题！万一以后有人让我拿着500万走！我应该怎么办！很迷茫,你係咪覺得迷茫?
我手机也已经关机了2个钟头了。。我是失眠么，考试期间还可以失眠的阿。。。。。。同学，提醒你一下，保护手。,除咗失眠之外有冇其他問題嗎？
求开！！！！出完绫波是我目标！！,你係咪有好明確嘅目標？
失眠,除咗失眠之外有冇其他問題嗎？
一进来就看见你、家访发现是池州老乡、好惊喜,係咪驚會好大壓力？
人家受了委屈还不准人家发脾气？明星也是人！,係咪有人屈你？
白天睡太多晚上不是你想睡就能睡得着的失眠的孩子大半夜找事儿做,除咗失眠之外有冇其他問題嗎？
赶紧回来当服务员好忙啊刚刚开业,係咪有好多嘢要做？
化失眠为食欲,除咗失眠之外有冇其他問題嗎？
还是因为异地恋烦啊虽然自己也知道只能慢慢适应但是还是忍不住哭还有马上开学对大学生活的未知我和他高二就在一起了真的对大学异地恋好迷茫啊这几天我都特别难过总是想哭,你係咪覺得迷茫?
还没有啊马上421就考试,仲有幾耐考呀？
你总不能仗着人多就欺负我家是吧。嘟嘟费好大劲弄的伴奏最后还是给你用了，说好不在嘟嘟之前发歌的，朋友就是这样做的？把自己说的像受了多大委屈一样。凭什么你做错事不认真对待会被那么多人护着嘟嘟和小公举什么都没错就要背锅？“录音加工”是心虚了？就算录音证明你错了你也会说是被加工过的吧。,係咪有人屈你？
怎么失眠啦,除咗失眠之外有冇其他問題嗎？
过了腊八就是年，先生开心快乐！早点找个老婆就不委屈了，保证天天有好的吃,係咪有人屈你？
经历了一段时间的迷茫，从一个小男孩变成了老男孩,你係咪覺得迷茫?
巧姐想死你了!好不容易你回来了，我们这收不到!555555,你係咪覺得好辛苦呀?
失眠就是精力充沛的表现吧,除咗失眠之外有冇其他問題嗎？
要有一个过度照顾媳妇的婆婆心理压力也很大的同志们,你有冇試過咩減壓方法啊?
看到头像我心跳加速,係咪緊張所以心跳加速呢?
郑老师好忙呀都没见到你,係咪有好多嘢要做？
佩服你~~~~我坚持了一个月~~~再也不想坚持了。。。晨跑好辛苦~~,係咪覺得壓力好大?
所以我放弃中医了转学西医了。熬到那么老很少人能承受来的。,你適唔適應到新環境呀？
这里华人多的走哪都有啊，还是要自己坚持。现在压力大的,壓力大有無影響到你日常生活呀?
说的就是学校就是校方从未牵扯到学生但因学校公众形象收到牵连的学生们很抱歉作为湖工的学生希望你们的委屈能变成动力鞭策校方警之改之,係咪有人屈你？
难得你是要委屈自己变直男,係咪有人屈你？
我最近失恋抑郁你得关爱宝宝,你抑鬱咗幾耐？
是不是都失眠了,除咗失眠之外有冇其他問題嗎？
亲，你好忙哦,係咪有好多嘢要做？
这算啥，谈了六年的男朋友，陪着他住阁楼吃干脆面，后来创业有钱了，说算命的说我们不合适硬是跟我分手，不到半个月有了新女朋友，不能更渣,你覺得同佢適唔適合啊？
花总，“分答”上有您吗？好多问题想问你。,仲有冇其他問題啊？
返学会想死,你係咪覺得好辛苦呀?
我已经不记录了，我发现越记录越焦虑,你係咪好容易焦慮？
我也失眠,除咗失眠之外有冇其他問題嗎？
所以这就是一种自私，我回了那么多人，当然不想再回了很累，你在那里一堆一堆的怼着人好像自己特别有道理的样子，在我看来什么都不是，我的观点已经很清楚了，完全懒得搭理你，你就自娱自乐吧，这个结果节目组背不了多少锅,你覺得自己什麼都不是?
刚分手的几个月，几乎每晚失眠，半夜都会突然惊醒，然后很想哭，一直觉得还没分手，他还会回来，不可能离开我，已经快一年了，还是接受不了，呵呵,除咗失眠之外有冇其他問題嗎？
最近失眠,除咗失眠之外有冇其他問題嗎？
跑外场好辛苦吧,係咪覺得壓力好大?
全程自己一个人走走逛逛吗？,你會唔會想有個人陪自己？
加油，为我们共同的理想和目标~,你係咪有好明確嘅目標？
国内小学什么时候压力大了，逗么,壓力大有無影響到你日常生活呀?
我昨天晚上失眠到四点,除咗失眠之外有冇其他問題嗎？
自己一个人不也挺好的嘛。总觉得要和另一个人一起生活很别扭，是不是没救了,你會唔會想有個人陪自己？
开玩笑我智慧女神奋斗目标,你係咪有好明確嘅目標？
小可爱！想死你啦！,你係咪覺得好辛苦呀?
是啊失眠很难受阿上个月也失眠有20天都是晚上5点才能睡,除咗失眠之外有冇其他問題嗎？
喂奶者每天失眠,除咗失眠之外有冇其他問題嗎？
敢不敢把你的目标说出来让大家都来瞧一瞧,你係咪有好明確嘅目標？
你为什么一直都不去见他呢？我以前见过他很多次，这两年见得少了。,你哋幾耐見一次？
预言家好委屈的，我每次都能验到狼人，但每次都拿手太长借口黑我,係咪有人屈你？
晚上想事情会失眠,除咗失眠之外有冇其他問題嗎？
你咋就没目标了？,你係咪有好明確嘅目標？
三点起来喂奶，听雨，下楼推电车，失眠，钩花看超人回来了到现在,除咗失眠之外有冇其他問題嗎？
我感觉我自打来了广东之后抑郁了不少,你抑鬱咗幾耐？
好好调节心情，怎么会失眠呢？,除咗失眠之外有冇其他問題嗎？
失眠1,除咗失眠之外有冇其他問題嗎？
我最近在减肥…人家吃饭我看着，我觉得生活灰暗无光，要抑郁,你抑鬱咗幾耐？
不懂这东西的目标用户,你係咪有好明確嘅目標？
.....这就是近期你失眠低糖的主要原因,除咗失眠之外有冇其他問題嗎？
或许我自己觉得不后悔就足够了。还有一年，或许改变不了什么，或许，还是能做点什么的。为自己。,你係咪覺得知足？
希望我室友不要在打呼了天天因为她打呼睡不着我都想死,你係咪覺得好辛苦呀?
我失眠了现在开始困,除咗失眠之外有冇其他問題嗎？
我好忙啊哎。。。。。。舞估计三十才能回家。。。我关心你来了咋了孩子最近有情况嘛,係咪有好多嘢要做？
我也学新闻，如果有不懂得，麻烦帮我指点一下，谢喽。难得在大学里继续努力，我高考完了一直处于迷茫期,你係咪覺得迷茫?
国庆飞来飞去好忙,係咪有好多嘢要做？
弱弱问句，身高多少，你这体重是我的目标,你係咪有好明確嘅目標？
我好紧张呀，一般要修多久去上班比较好,係咪因為要學嘅內容比較深？
我好紧张呀，一般要修多久去上班比较好,你係咪覺得考試好難所以緊張呢?
我好紧张呀，一般要修多久去上班比较好,咁會唔會影響到你嘅表現？
运动吧，运动是最好的方式，既可强身又可减压,有冇試過做運動？
你在深圳那个大都市到底是有多寂寞啊～不过哥确实好久没见你了，说句肉麻的话，想死我了,你係咪覺得好辛苦呀?
咋啦，又失眠了？,除咗失眠之外有冇其他問題嗎？
我之前一直失眠都快疯了,除咗失眠之外有冇其他問題嗎？
失眠六小时？,除咗失眠之外有冇其他問題嗎？
找到了一个和我有一样情绪的人。离回家的日子越来越近，竟会夜夜失眠。,除咗失眠之外有冇其他問題嗎？
原来你失眠了,除咗失眠之外有冇其他問題嗎？
我也干过这种事...定了十一点的电影票结果失眠睡不好起不来错过了...默默安慰自己，我支持票房了！能心安理得看网上资源了,除咗失眠之外有冇其他問題嗎？
能做梦已是好事，偶都失眠唠,除咗失眠之外有冇其他問題嗎？
我也失眠了,除咗失眠之外有冇其他問題嗎？
失眠，躁起来,除咗失眠之外有冇其他問題嗎？
失眠啊,除咗失眠之外有冇其他問題嗎？
